Serial,M1,M2,M3,M4,M5,M6,S2,D1,D2,D3,D4,D4A.1,D4B.1,D4C.1,D4D.1,D4D1.1,D4E.1,D4A.2,D4B.2,D4C.2,D4D.2,D4D1.2,D4E.2,D4A.3,D4B.3,D4C.3,D4D.3,D4D1.3,D4E.3,D4A.4,D4B.4,D4C.4,D4D.4,D4D1.4,D4E.4,D4A.5,D4B.5,D4C.5,D4D.5,D4D1.5,D4E.5,D4A.6,D4B.6,D4C.6,D4D.6,D4D1.6,D4E.6,D4A.7,D4B.7,D4C.7,D4D.7,D4D1.7,D4E.7,D4A.8,D4B.8,D4C.8,D4D.8,D4D1.8,D4E.8,D4A.9,D4B.9,D4C.9,D4D.9,D4D1.9,D4E.9,D4F.1,D4F.2.1,D4F.2.2,D4F.2.3,D4F.2.4,D4F.2.5,D4F.2.6,D4F.2.7,D4F.2.8,D4F.2.9,D4F.2.10,D4F.2.11,D4F.2.12,D4F.2.13,D4F.2.14,D4F.2.15,D4F.2.16,D4F.2.97,D4G.1,D4G.2.1,D4G.2.2,D4G.2.3,D4G.2.4,D4G.2.5,D4G.2.6,D4G.2.7,D4G.2.8,D4G.2.9,D4G.2.10,D4G.2.11,D4G.2.12,D4G.2.13,D4G.2.14,D4G.2.15,D4G.2.16,D4G.2.17,D4G.2.18,D4G.2.97,D4H,D4I,D4J,D4J.2.1,D4J.2.2,D4J.2.3,D4J.2.4,D4J.2.5,D4J.2.6,D4J.2.7,D4J.2.8,D4J.2.9,D4J.2.10,D4J.2.97,D5,D6,D7,D8,D9,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.97,Q14,Q15A,Q15B,Q15C,Q15D,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q24G,Q24H,Q24I,Q24J,Q24K,Q24L,Q24M,Q24N,Q24O,Q24P,Q24T,Q25,QN1,QN2,QN3,QN4,QN5,QN6,QN7,QN8,QN9,QN10,QN11
243,1,16513c20720,795994708,1,0,0,6,2,30,6,5,2,3,2,0,0,2,1,6,2,0,0,2,2,8,1,1,1,2,1,10,1,1,1,2,1,13,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,2,1,5,1,1,2,1,2,0,1,1 2 3 4 5 7 8 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 5 6 7 9 10 11,30,30,20,20,3,1,1,1 2 3 4 5 6 8,1,2 11 12 13 14 15 16 17 18,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
244,1,16513C20274,795643082,2,0,1,1,1,33,4,2,2,2.5,2,0,0,2,2,4,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,5,1,1,2,1,2,0,1,1 2 3 4 8 9 10 11,1,3,U,2,U,U,U,4,5,U,U,U,U,U,4 5 6 7 9 10 11,U,10,15,15,7,3,1,2 5 6,1,14 15 18,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
245,1,16513c20689,795267195,2,0,0,1,2,31,7,6,2,0.8,2,0,0,2,2,0.9,2,0,0,2,2,8,1,1,1,2,2,8,1,1,1,2,1,11,1,1,1,2,1,13,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1 2,1,3,1,5,1,1,2,1,2,0,1,1 2 3 4 5 7 8 9 10 11,1,2,U,3,U,U,U,4,5,U,U,U,U,U,3 5 6 9 10 11,15,35,50,20,9,1,1,1 2 3 4 5 6 7 8,1,2 11 12 13 14 15 16 17 18,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
246,1,16513c20676,790661698,2,0,1,1,2,28,6,5,1,1,2,0,0,2,1,1,2,0,0,2,2,3,2,0,0,2,1,5,2,0,0,2,2,11,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,3,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 9 10 11,1,2,U,3,U,U,U,U,5,U,4,U,U,U,3 4 5 6 7 9 10 11,10,30,40,20,7,1,1,1 2 3 4 5 6 8,1,2 12 13 14 15 16 17 18,0,1 2 3 9 10 14,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
247,1,16513C20696,790357535,1,0,0,1,2,38,7,5,1,6,1,1,1,2,1,15,1,1,1,2,2,14,1,1,1,2,1,16,1,1,1,2,1,17,1,1,2,1,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,4,1,5,1,2,1,2,1,3,1,1 2 3 4 5 6 7 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 6 9 10 11,35,40,20,9,6,1,1,1 2 3 4 8,1,2 12 13 14 16 17 18,0,1 2 3 9 10 11,1,2,U,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
248,1,16513C20484,790625355,1,0,0,1,1,46,8,5,2,5,2,0,0,2,2,10,1,1,2,2,2,12,1,1,2,2,2,14,1,1,2,2,1,17,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,6,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 7 8 9 10,1,2,U,3,4,U,U,U,5,U,U,U,U,U,4 5 6 7 9 10 11,U,40,20,15,6,1,1,1 2 3 4 5 6 8,1,2 12 13 14 15 16 17 18 20,0,1 2 3 8 9 10 12 14,U,1,2,U,U,U,U,U,U,U,U,3,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
249,1,16513c19989,790611353,2,0,0,1,2,27,4,3,2,11,2,0,0,2,2,3,2,0,0,2,2,5,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1 2,1,5,1,5,1,1,2,1,2,0,1,1 2 3 4 7 8 9 10 11,1,2,U,3,U,U,U,4,5,U,U,U,U,U,6 7 9 10 11,U,15,25,20,7,1,1,1 2 3 4 5 6,1,12 13 14 15 17 18,0,1 2 3 9 10 11 15,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
250,1,16513c20368,790601221,2,0,1,1,2,33,5,4,2,5.5,2,0,0,2,2,9,1,1,1,2,1,11,1,1,1,2,1,12,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 7 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 5 6 7 9 10,20,25,25,10,6,1,1,1 2 3 4 8,1,2 13 14 16 17 18,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
251,1,16513c20238,790380228,2,0,1,1,2,37,4,3,1,4,2,0,0,2,2,5,2,0,0,2,1,9,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,3,1,1 2 5,1,1,1,1,2,0,1,1 2 3 4 7 9 10 11,1,2,U,3,U,U,5,U,4,U,U,U,U,U,5 6 7 10,U,30,20,10,6,1,1,1 2 3 4 5,1,2,0,2 12 13 14,U,1,U,U,U,U,U,U,U,U,U,2,3,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
252,1,16513c20201,790368016,2,0,1,1,1,45,7,4,1,9,1,1,1,1,2,10,1,1,1,1,1,14,1,1,1,3,1,16,1,1,1,1,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,1,5,1,5,1,1,2,1,2,0,1,1 2 3 4 5 7 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,2 3 4 5 6 9 10,20,25,20,25,6,2,1,1 2 4 8 9,1,2 13 16 17 18,0,1 2 3 9 10 13 15,U,1,2,U,U,U,U,U,U,U,U,U,U,U,3,U,U,99,0,0,0,0,0,0,0,0,0,0,0
253,1,16513c20239,790327560,1,0,1,1,2,36,5,4,2,10,1,1,1,2,2,12,1,1,1,2,1,14,1,1,1,2,2,16,1,1,2,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 7 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,2 3 4 5 6 9 10 11,20,25,20,15,6,2,1,1 2 3 4 5 7 8,1,2 12 13 16 17 18,0,1 2 3 9 10 15,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
254,1,16513c19963,787998926,1,0,1,1,1,34,7,5,2,7,1,1,2,2,2,8,1,1,2,2,2,10,1,1,2,2,1,12,1,1,2,2,1,13,1,1,2,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 9 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,2 3 6 9 10,30,30,25,15,6,1,1,1 2 3 4,1,3 13 14 16 17 18,0,1 2 3 9 10 11 15,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,12,0,0,0,0,0,0,0,0,0,0,0
255,1,16513c19999,786890652,2,0,0,1,2,36,9,7,2,1.3,2,0,0,2,2,4,2,0,0,2,2,6,1,1,1,2,1,9,1,1,1,1,2,11,1,1,1,1,2,13,1,1,1,1,2,15,1,1,1,1,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 7 8 9 10 11,1,3,U,2,U,U,U,4,5,U,U,U,U,U,2 3 4 5 6 7 9 10 11,35,50,10,35,6,1,1,1 2 3 4 5 6 7 8,1,2 12 13 14 15 16 17 18 20,0,1 2 3 9 10,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7 11 12,0,0,0,0,0,0,0,0,0,0,0
258,1,16513c20144,797612519,1,0,0,1,2,29,4,3,1,4,2,0,0,2,1,6,2,0,0,2,2,10,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,3,1,5,1,1,2,1,2,0,1,1 2 3 4 7 9 10 11 12,1,2,U,3,U,U,5,U,4,U,U,U,U,U,5 6 7 9 10,U,25,20,15,6,1,1,1 2 3 4 5,1,2 12 13 14 17 18,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,12,0,0,0,0,0,0,0,0,0,0,0
260,1,16513c20549,788969682,2,0,0,1,1,39,7,5,2,3,2,0,0,2,1,5,2,0,0,2,2,6,2,0,0,2,2,7,1,1,1,2,1,9,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 3 4 5 7 8 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,2 3 4 5 6 7 9 10 11,20,40,25,15,6,1,1,1 2 3 4 5 6 8,1,2 12 13 14 15 16 17 18,0,1 2 3 9 10 11 14,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
261,1,16513c20953,795563151,2,0,1,1,2,40,5,2,1,11,1,1,1,2,1,16,1,1,1,1,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2 3,1,3,1,5,1,1,1,1,2,0,1,1 2 3 4 5 7 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,2 3 5 6 9 10,15,30,30,25,9,2,1,1 2 4 8,1,2 12 13 16 17 18,0,1 2 3 9 10 11 12 13 15,U,1,2,U,U,U,U,U,U,U,U,3,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
264,1,16513c20805,798125968,1,0,1,1,1,48,10,8,2,1,2,0,0,2,1,3,2,0,0,2,1,6,2,0,0,2,1,6,2,0,0,2,2,17,2,0,0,2,1,10,1,1,0,2,1,12,1,1,1,2,1,14,1,1,1,2,0,U,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 3 4 5 6 7 9,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 5 6 7 9 10 11,35,40,45,40,7,1,1,1 2 3 4 5 6 8,1,3 12 13 14 15 16 17 18,0,1 2 3 9 10 11 12,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
265,1,16513c20905,797205238,1,0,0,1,2,40,8,6,1,3,2,0,0,2,1,6,2,0,0,2,1,8,1,2,0,2,2,9,1,1,1,2,1,12,1,1,1,2,1,16,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,2,1,2,1,2 5,1,1,2,1,2,0,1,1 2 3 4 5 6 8 9 10 11,1,2,5,3,U,U,U,U,4,U,U,U,U,U,3 5 6 7 9 10 11,40,30,40,30,7,1,1,1 2 3 4,1,2 12 13 14 15 16 17 18,0,1 2 3 9 10 11 12,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
266,1,16513C20618,790584352,2,0,0,1,2,29,4,2,2,5,2,0,0,2,2,9,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,3,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 8 9 10 11,1,2,U,3,5,U,U,U,U,4,U,U,U,U,3 6 7 9 10,10,10,15,5,7,2,1,1 2 3 4 8,1,12 13 14 16 17 18,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,9,0,0,0,0,0,0,0,0,0,0,0
267,1,16513c20054,790600762,2,1,1,1,1,12,1,1,1,12,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2,0,6,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 6 9 10,5,5,5,5,6,3,1,1 2,1,12 13 18,0,1 2 3 9 10 11,3,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
268,1,16513c20103,799689806,1,0,1,1,1,34,7,5,2,2,2,0,0,2,1,3,2,0,0,2,2,7,2,0,0,2,1,9,2,0,0,2,2,11,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 7 8 9 10 11,1,2,U,U,U,U,3,4,5,U,U,U,U,U,5 6 7 9 10 11,U,40,30,30,6,2,1,1 2 3 4 6,1,12 13 15 17 18,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
269,1,16513c20214,798686160,1,0,1,1,2,33,7,6,2,2,2,0,0,2,1,3.5,2,0,0,2,1,6,2,0,0,2,2,9,1,1,1,2,2,12,1,1,1,2,1,13,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 8 9 10 11,1,2,U,3,U,U,U,5,4,U,U,U,U,U,2 3 5 6 7 9 10,30,40,40,10,9,1,1,1 2 3 4 5 6 7 8,1,2 12 13 14 15 16 17 18 20,0,1 2 3 4 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
270,1,16513C20485,798679414,1,0,1,1,1,46,7,4,1,5,2,0,0,2,2,11,2,0,0,2,1,15,1,1,1,2,2,16,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1 2,1,4,1,1 2 5,1,1,2,1,2,0,1,1 2 3 4 5 6 7 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 5 6 7 9 10 11,10,40,30,20,6,2,1,1 2 3 4 5 8,1,2 12 13 14 15 17 20,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
271,1,16513C20640,798658017,1,0,0,1,1,46,8,6,2,0.1,2,0,0,2,1,8,2,0,0,2,1,8,2,0,0,2,1,10,2,0,0,2,1,12,2,0,0,2,1,15,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 3 4 7 8 9 10 11,1,2,U,3,U,U,U,5,4,U,U,U,U,U,5 6 7 9 10 11,U,30,50,40,7,1,1,1 2 3 4 5 6,1,9,0,1 2 3 9 10 11,1,2,U,U,U,U,U,U,3,U,U,U,U,U,U,U,U,12,0,0,0,0,0,0,0,0,0,0,0
273,1,165c1320202,798376133,1,0,0,1,1,47,8,5,1,3,2,0,0,2,2,11,1,1,2,1,1,14,1,1,1,2,1,15,1,1,1,2,1,17,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,6,1,5,1,1,2,1,2,0,1,1 2 3 4 5 7 9 10 11,1,2,U,3,U,U,5,U,4,U,U,U,U,U,3 5 6 7 9 10,15,35,40,10,9,1,1,1 2 3 4 5 8 9,1,2 12 13 16 17 18 20,0,1 2 9 10 11,U,1,U,U,U,U,U,U,2,U,3,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
274,1,16513c20834,790417960,2,0,1,1,2,38,6,3,1,13,1,1,1,2,1,14,1,1,1,2,2,17,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 7 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 5 6 9 10 11,10,20,15,15,6,2,1,1 2,1,20,0,1 2 3 9 10 11,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
276,1,16513c20177,797009575,1,0,0,1,2,28,6,5,2,4,2,0,0,2,1,6,2,0,0,1,2,8,1,1,1,2,2,9,1,1,1,3,2,10,1,1,2,3,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,5,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 7 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 5 6 7 9 10,25,35,25,10,6,1,1,2 4,1,2 12 13 14 15 16 17 18,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,12,0,0,0,0,0,0,0,0,0,0,0
277,1,16513C20483,798056281,2,0,0,1,1,41,3,2,2,4.5,2,0,0,2,1,12,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,5,1,1,2,1,2,0,1,1 2 3 4 5 7 9 10 11,1,2,U,3,4,U,5,U,U,U,U,U,U,U,3 5 6 7 9 10,5,20,10,5,6,2,1,1 2 3 4 8,1,2 12 13 16 17 18,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
